"","Community","Gender","Literacy","Community_Group","Year","Income_source","Food_source","Education_HH","Education_spouse","Cons_Intervention_gen","Devel_Intervention_gen","Fish_NTZ","FFS","CGRN_Miombo","CGRN_Mangrove","VSLA","Association_Alliance"
"2142","Namiepe","Male",1,1,2018,"Other","Subsist_crops","Incomplete_primary","None",1,1,0,1,1,0,1,0
"2143","Namiepe","Female",0,1,2018,"Other","Subsist_crops","None",NA,1,1,0,1,1,0,1,1
"2144","Namiepe","Male",0,0,2018,"Cash_crops","Subsist_crops","Incomplete_primary","Incomplete_primary",1,1,0,1,1,0,1,0
"2145","Pulizica","Male",0,0,2018,"Fish_sale_local","Subsist_crops","Complete_primary","None",1,0,1,0,0,1,0,0
"2146","Namiepe","Male",0,0,2018,"Cash_crops","Subsist_crops","None","None",1,1,0,1,1,0,1,0
"2147","Namiepe","Male",0,0,2018,"Subsist_crops","Subsist_crops","Incomplete_primary","Incomplete_primary",1,1,0,1,1,0,1,0
"2148","Namiepe","Female",1,1,2018,"None","Subsist_crops","Incomplete_primary",NA,1,1,0,1,1,0,1,1
"2149","Namiepe","Female",0,0,2018,"None","Subsist_crops","Incomplete_primary",NA,1,1,0,1,1,0,1,0
"2150","Namiepe","Male",0,1,2018,"Cash_crops","Subsist_crops","Incomplete_primary","Incomplete_primary",1,1,0,1,1,0,1,1
"2151","Macogone","Male",1,1,2018,"Subsist_crops","Subsist_crops","Complete_primary","Incomplete_primary",0,1,0,1,0,0,1,1
"2152","Macogone","Male",0,0,2018,"Informal_formal_business","Subsist_crops","Incomplete_primary","Incomplete_primary",0,1,0,1,0,0,1,0
"2153","Macogone","Male",1,1,2018,"Subsist_crops","Subsist_crops","Incomplete_primary","Incomplete_primary",0,1,0,1,0,0,1,1
"2154","Macogone","Female",0,0,2018,"Informal_work","Subsist_crops","None",NA,0,1,0,1,0,0,1,0
"2155","Macogone","Female",0,0,2018,"None","Cash_crops","None",NA,0,1,0,1,0,0,1,0
"2156","Macogone","Male",0,0,2018,"None","Cash_crops","None","None",0,1,0,1,0,0,1,0
"2157","Macogone","Male",0,0,2018,"Fish_sale_local","Cash_crops","Incomplete_primary","None",0,1,0,1,0,0,1,0
"2158","Macogone","Male",0,0,2018,"Subsist_crops","Subsist_crops","None","None",0,1,0,1,0,0,1,0
"2159","Macogone","Male",1,0,2018,"Informal_work","Subsist_crops","Incomplete_primary","None",0,1,0,1,0,0,1,0
"2160","Macogone","Male",1,1,2018,"Subsist_crops","Subsist_crops","Incomplete_primary","Incomplete_primary",0,1,0,1,0,0,1,0
"2161","Macogone","Male",1,0,2018,"Subsist_crops","Subsist_crops","Incomplete_primary","None",0,1,0,1,0,0,1,0
"2162","Macogone","Male",1,1,2018,"Informal_work","Subsist_crops","Incomplete_primary","Complete_primary",0,1,0,1,0,0,1,0
"2163","Macogone","Male",0,1,2018,"Fish_sale_local","Subsist_crops","Incomplete_primary","None",0,1,0,1,0,0,1,0
"2164","Namame","Male",0,1,2018,"Fish_sale_local","Fish_sale_local","Incomplete_primary","None",0,1,0,1,0,0,1,1
"2165","Namame","Male",1,1,2018,"Formal_work","Formal_work","Complete_secondary_or_higher","Complete_secondary_or_higher",0,1,0,1,0,0,1,1
"2166","Namame","Male",1,1,2018,"Informal_formal_business","Subsist_crops","Complete_primary","Incomplete_primary",0,1,0,1,0,0,1,1
"2167","Namame","Female",0,1,2018,"Subsist_crops","Subsist_crops","Incomplete_primary",NA,0,1,0,1,0,0,1,1
"2168","Namame","Male",0,1,2018,"Subsist_crops","Informal_work","None","None",0,1,0,1,0,0,1,1
"2169","Namame","Male",1,0,2018,"Subsist_crops","Informal_work","Incomplete_secondary","None",0,1,0,1,0,0,1,0
"2170","Namame","Male",0,1,2018,"Fish_sale_local","Subsist_crops","None","None",0,1,0,1,0,0,1,1
"2171","Namame","Male",0,0,2018,"Fish_sale_local","Subsist_crops","None","None",0,1,0,1,0,0,1,0
"2172","Namame","Male",1,0,2018,"Fish_sale_local","Subsist_crops","Incomplete_primary","None",0,1,0,1,0,0,1,0
"2173","Namame","Male",1,0,2018,"Cash_crops","Subsist_crops","Complete_primary","Incomplete_primary",0,1,0,1,0,0,1,0
"2174","Namame","Male",1,1,2018,"Informal_formal_business","Subsist_crops","Complete_primary","Incomplete_secondary",0,1,0,1,0,0,1,1
"2175","Namame","Female",1,0,2018,"Fish_sale_local","Subsist_crops","Complete_primary","Incomplete_secondary",0,1,0,1,0,0,1,0
"2176","Namame","Male",1,0,2018,"Subsist_crops","Subsist_crops","Complete_primary","None",0,1,0,1,0,0,1,0
"2177","Namame","Male",0,0,2018,"Fish_sale_local","Subsist_crops","Incomplete_primary","None",0,1,0,1,0,0,1,0
"2178","Namame","Male",0,1,2018,"Subsist_crops","Subsist_crops","None","None",0,1,0,1,0,0,1,0
"2179","Namame","Male",1,1,2018,"Formal_work","Subsist_crops","Incomplete_primary","None",0,1,0,1,0,0,1,1
"2180","Namame","Male",0,0,2018,"Subsist_crops","Subsist_crops","Incomplete_primary","None",0,1,0,1,0,0,1,0
"2181","Namame","Male",1,1,2018,"Other","Subsist_crops","Incomplete_primary","Incomplete_primary",0,1,0,1,0,0,1,1
"2182","Namame","Male",1,1,2018,"Fish_sale_local","Cash_crops","Incomplete_secondary","None",0,1,0,1,0,0,1,0
"2183","Namame","Male",0,0,2018,"Cash_crops","Cash_crops","None","None",0,1,0,1,0,0,1,0
"2184","Nauluco","Male",0,1,2018,"Subsist_crops","Subsist_crops","Incomplete_primary","Incomplete_primary",0,0,0,0,0,0,0,1
"2185","Nauluco","Male",0,1,2018,"Subsist_crops","Subsist_crops","Incomplete_primary","None",0,0,0,0,0,0,0,1
"2186","Nauluco","Male",0,0,2018,"Subsist_crops","Subsist_crops","Incomplete_primary","Incomplete_primary",0,0,0,0,0,0,0,0
"2187","Nauluco","Male",1,0,2018,"Transportation","Subsist_crops","Incomplete_secondary","None",0,0,0,0,0,0,0,0
"2188","Nauluco","Male",0,0,2018,"Subsist_crops","Subsist_crops","Incomplete_primary","None",0,0,0,0,0,0,0,0
"2189","Nauluco","Male",1,0,2018,"Subsist_crops","Subsist_crops","None","Incomplete_primary",0,0,0,0,0,0,0,0
"2190","Mingolene","Male",0,1,2018,"Informal_formal_business","Subsist_crops","Incomplete_primary","Incomplete_primary",1,0,1,0,0,1,0,1
"2191","Pulizica","Male",0,0,2018,"Informal_work","Subsist_crops","Incomplete_primary","Incomplete_primary",1,0,1,0,0,1,0,0
"2192","Pulizica","Male",0,1,2018,"Informal_formal_business","Cash_crops","None","None",1,0,1,0,0,1,0,0
"2193","Pulizica","Male",1,1,2018,"Informal_formal_business","Fish_sale_external","Incomplete_primary","None",1,0,1,0,0,1,0,0
"2194","Pulizica","Male",1,0,2018,"Formal_work","Subsist_crops","Complete_secondary_or_higher","None",1,0,1,0,0,1,0,0
"2195","Pulizica","Male",1,0,2018,"Other","Subsist_crops","Incomplete_primary","None",1,0,1,0,0,1,0,0
"2196","Pulizica","Male",0,0,2018,"Fish_sale_local","Subsist_crops","Incomplete_primary","None",1,0,1,0,0,1,0,0
"2197","Pulizica","Male",1,0,2018,"Subsist_crops","Subsist_crops","Incomplete_primary","None",1,0,1,0,0,1,0,0
"2198","Pulizica","Male",0,0,2018,"Fish_sale_local","Subsist_crops","Incomplete_primary","Incomplete_primary",1,0,1,0,0,1,0,0
"2199","Pulizica","Male",1,0,2018,"Fish_sale_local","Subsist_crops","Complete_primary","Incomplete_primary",1,0,1,0,0,1,0,0
"2200","Pulizica","Male",0,0,2018,"Fish_sale_local","Subsist_crops","None","None",1,0,1,0,0,1,0,0
"2201","Pulizica","Female",0,0,2018,"None","Subsist_crops","None",NA,1,0,1,0,0,1,0,0
"2202","Mingolene","Male",1,0,2018,"Fish_sale_local","Subsist_crops","Incomplete_primary","None",1,0,1,0,0,1,0,0
"2203","Pulizica","Male",0,0,2018,"Fish_sale_local","Subsist_crops","None","None",1,0,1,0,0,1,0,0
"2204","Mingolene","Male",1,1,2018,"Fish_sale_local","Subsist_crops","Incomplete_primary","None",1,0,1,0,0,1,0,1
"2205","Mingolene","Male",1,1,2018,"Fish_sale_local","Subsist_crops","Complete_primary","Incomplete_secondary",1,0,1,0,0,1,0,1
"2206","Mingolene","Male",1,0,2018,"Fish_sale_local","Subsist_crops","Complete_primary","None",1,0,1,0,0,1,0,0
"2207","Mingolene","Male",0,1,2018,"Fish_sale_local","Subsist_crops","None","Incomplete_primary",1,0,1,0,0,1,0,1
"2208","Mingolene","Male",1,0,2018,"Fish_sale_local","Subsist_crops","Incomplete_secondary","Incomplete_primary",1,0,1,0,0,1,0,0
"2209","Mingolene","Male",0,0,2018,"Fish_sale_local","Subsist_crops","Incomplete_primary","Incomplete_primary",1,0,1,0,0,1,0,0
"2210","Mingolene","Male",0,0,2018,"Fish_sale_local","Subsist_crops","Incomplete_primary","Incomplete_primary",1,0,1,0,0,1,0,0
"2211","Mingolene","Male",1,0,2018,"Other","Subsist_crops","None","None",1,0,1,0,0,1,0,0
"2212","Nauluco","Male",0,0,2018,"Subsist_crops","Subsist_crops","Incomplete_primary",NA,0,0,0,0,0,0,0,0
"2213","Mingolene","Male",0,0,2018,"Fish_sale_external","Subsist_crops","None","None",1,0,1,0,0,1,0,0
"2214","Pulizica","Male",1,0,2018,"Fish_sale_local","Subsist_crops","Incomplete_primary","None",1,0,1,0,0,1,0,0
"2215","Pulizica","Male",0,0,2018,"Fish_sale_local","Subsist_crops","None","None",1,0,1,0,0,1,0,0
"2216","Pulizica","Female",0,0,2018,"Subsist_crops","Subsist_crops","None",NA,1,0,1,0,0,1,0,0
"2217","Pulizica","Male",1,0,2018,"Fish_sale_local","Subsist_crops","Incomplete_secondary","Incomplete_primary",1,0,1,0,0,1,0,0
"2218","Pulizica","Male",0,0,2018,"Fish_sale_local","Subsist_crops","None","None",1,0,1,0,0,1,0,0
"2219","Pulizica","Male",0,1,2018,"Informal_formal_business","Fish_sale_local","None","None",1,0,1,0,0,1,0,0
"2220","Pulizica","Male",1,0,2018,"Fish_sale_local","Subsist_crops","Incomplete_primary",NA,1,0,1,0,0,1,0,0
"2221","Pulizica","Male",1,0,2018,"Fish_sale_local","Fish_sale_local","Incomplete_primary","Incomplete_primary",1,0,1,0,0,1,0,0
"2222","Pulizica","Male",0,0,2018,"Fish_sale_local","Subsist_crops","Incomplete_primary","Incomplete_primary",1,0,1,0,0,1,0,0
"2223","Nauluco","Male",0,0,2018,"None","Subsist_crops","Incomplete_secondary","None",0,0,0,0,0,0,0,0
"2224","Pulizica","Male",0,0,2018,"Fish_sale_local","Subsist_crops","None","None",1,0,1,0,0,1,0,0
"2225","Pulizica","Male",0,0,2018,"Fish_sale_local","Subsist_crops","None","None",1,0,1,0,0,1,0,0
"2226","Pulizica","Male",1,1,2018,"Subsist_crops","Fish_sale_local","Complete_primary","Incomplete_primary",1,0,1,0,0,1,0,1
"2227","Pulizica","Male",0,0,2018,"Fish_sale_local","Subsist_crops","None","None",1,0,1,0,0,1,0,0
"2228","Pulizica","Male",0,0,2018,"Fish_sale_local","Subsist_crops","None","None",1,0,1,0,0,1,0,0
"2229","Nauluco","Male",0,0,2018,"Fish_sale_local","Fish_sale_external","Complete_secondary_or_higher","None",0,0,0,0,0,0,0,0
"2230","Pulizica","Male",0,0,2018,"Subsist_crops","Subsist_crops","None","None",1,0,1,0,0,1,0,0
"2231","Mingolene","Male",1,1,2018,"Fish_sale_local","Cash_crops","Complete_primary","None",1,0,1,0,0,1,0,1
"2232","Pulizica","Male",0,0,2018,"Fish_sale_local","Fish_sale_local","Incomplete_primary",NA,1,0,1,0,0,1,0,0
"2233","Mingolene","Male",1,0,2018,"Subsist_crops","Fish_sale_local","Incomplete_primary","None",1,0,1,0,0,1,0,0
"2234","Mingolene","Male",0,1,2018,"Fish_sale_local","Subsist_crops","None","Complete_primary",1,0,1,0,0,1,0,1
"2235","Macogone","Male",1,1,2018,"Formal_work","Subsist_crops","Incomplete_primary","None",0,1,0,1,0,0,1,1
"2236","Mingolene","Male",1,1,2018,"Fish_sale_local","Other","Complete_secondary_or_higher","Complete_primary",1,0,1,0,0,1,0,0
"2237","Mingolene","Male",0,0,2018,"Cash_crops","Fish_sale_local","None","None",1,0,1,0,0,1,0,0
"2238","Mingolene","Male",1,0,2018,"Fish_sale_local","Cash_crops","Incomplete_secondary","None",1,0,1,0,0,1,0,0
"2239","Mingolene","Male",1,1,2018,"Fish_sale_local","Cash_crops","Incomplete_secondary","Incomplete_primary",1,0,1,0,0,1,0,1
"2240","Mingolene","Male",1,1,2018,"Fish_sale_local","Cash_crops","Complete_primary","Incomplete_primary",1,0,1,0,0,1,0,1
"2241","Mingolene","Male",1,0,2018,"Fish_sale_local","Subsist_crops","None","Incomplete_primary",1,0,1,0,0,1,0,0
"2242","Pulizica","Male",0,1,2018,"Fish_sale_local","Subsist_crops","None","Incomplete_primary",1,0,1,0,0,1,0,1
"2243","Mingolene","Male",0,0,2018,"Fish_sale_external","Sell_drinks","None","None",1,0,1,0,0,1,0,0
"2244","Mingolene","Male",1,1,2018,"Fish_sale_local","Subsist_crops","Incomplete_primary","Incomplete_primary",1,0,1,0,0,1,0,0
"2245","Mingolene","Male",1,0,2018,"Informal_work","Subsist_crops","Incomplete_secondary","Incomplete_primary",1,0,1,0,0,1,0,0
"2246","Mingolene","Male",0,1,2018,"Fish_sale_local","Subsist_crops","Incomplete_primary","None",1,0,1,0,0,1,0,1
"2247","Mingolene","Male",1,0,2018,"Informal_work","Subsist_crops","Incomplete_primary","None",1,0,1,0,0,1,0,0
"2248","Pulizica","Male",1,1,2018,"Cash_crops","Fish_sale_local","Incomplete_secondary","None",1,0,1,0,0,1,0,0
"2249","Pulizica","Male",0,0,2018,"Fish_sale_local","Subsist_crops","Incomplete_primary","Incomplete_primary",1,0,1,0,0,1,0,0
"2250","Pulizica","Male",1,1,2018,"Fish_sale_local","Subsist_crops","Incomplete_primary","Incomplete_primary",1,0,1,0,0,1,0,0
"2251","Nauluco","Female",0,1,2018,"Subsist_crops","Informal_work","Incomplete_primary",NA,0,0,0,0,0,0,0,0
"2252","Nauluco","Male",0,0,2018,"Cash_crops","Subsist_crops","Incomplete_primary","Incomplete_primary",0,0,0,0,0,0,0,0
"2253","Nauluco","Male",0,0,2018,"Other","Subsist_crops","None","None",0,0,0,0,0,0,0,0
"2254","Nauluco","Male",0,0,2018,"Subsist_crops","Subsist_crops","Incomplete_primary","Incomplete_primary",0,0,0,0,0,0,0,0
"2255","Nauluco","Male",1,1,2018,"Subsist_crops","Subsist_crops","Complete_primary","None",0,0,0,0,0,0,0,0
"2256","Corane","Male",0,0,2018,"Remittances","Subsist_crops","None","None",1,1,1,1,1,1,0,0
"2257","Corane","Male",0,0,2018,"Subsist_crops","Subsist_crops","Incomplete_primary","None",1,1,1,1,1,1,0,0
"2258","Corane","Male",1,0,2018,"Fish_sale_local","Subsist_crops","Incomplete_primary","None",1,1,1,1,1,1,0,0
"2259","Corane","Male",1,0,2018,"Subsist_crops","Subsist_crops","Incomplete_secondary","None",1,1,1,1,1,1,0,0
"2260","Corane","Male",0,0,2018,"Subsist_crops","Artisan","None","None",1,1,1,1,1,1,0,0
"2261","Corane","Male",0,0,2018,"Construction_materials","Artisan","None","None",1,1,1,1,1,1,0,0
"2262","Corane","Male",0,1,2018,"Fish_sale_external","Artisan","None","None",1,1,1,1,1,1,0,1
"2263","Corane","Male",0,0,2018,"Subsist_crops","Artisan","None","None",1,1,1,1,1,1,0,0
"2264","Corane","Male",0,0,2018,"Other","Subsist_crops","None","None",1,1,1,1,1,1,0,0
"2265","Corane","Male",0,1,2018,"Other","Subsist_crops","None","None",1,1,1,1,1,1,0,1
"2266","Corane","Male",0,0,2018,"None","Cash_crops","None","None",1,1,1,1,1,1,0,0
"2267","Corane","Male",0,0,2018,"Fish_sale_external","Subsist_crops","None","None",1,1,1,1,1,1,0,0
"2268","Corane","Male",1,0,2018,"Informal_formal_business","Cash_crops","Incomplete_secondary","Complete_primary",1,1,1,1,1,1,0,0
"2269","Corane","Male",0,0,2018,"Fish_sale_local","Subsist_crops","None","None",1,1,1,1,1,1,0,0
"2270","Corane","Male",1,0,2018,"Fish_sale_local","Subsist_crops","Incomplete_secondary","Incomplete_primary",1,1,1,1,1,1,0,0
"2271","Corane","Male",0,0,2018,"Formal_work","Subsist_crops","Incomplete_primary","None",1,1,1,1,1,1,0,0
"2272","Corane","Male",0,0,2018,"Fish_sale_local","Subsist_crops","None","Incomplete_primary",1,1,1,1,1,1,0,0
"2273","Corane","Male",0,0,2018,"Subsist_crops","Subsist_crops","Incomplete_primary","Incomplete_primary",1,1,1,1,1,1,0,0
"2274","Corane","Male",0,1,2018,"Formal_work","Subsist_crops","None","None",1,1,1,1,1,1,0,1
"2275","Corane","Male",1,1,2018,"Informal_formal_business","Cash_crops","Incomplete_secondary","None",1,1,1,1,1,1,0,0
"2276","Corane","Male",0,0,2018,"Fish_sale_local","Subsist_crops","None","Incomplete_primary",1,1,1,1,1,1,0,0
"2277","Corane","Male",0,0,2018,"Subsist_crops","Subsist_crops","None","None",1,1,1,1,1,1,0,0
"2278","Corane","Male",0,0,2018,"Other","Cash_crops","None","None",1,1,1,1,1,1,0,0
"2279","Corane","Female",0,0,2018,"None","Cash_crops","None",NA,1,1,1,1,1,1,0,0
"2280","Corane","Male",0,1,2018,"Subsist_crops","Subsist_crops","None","Incomplete_primary",1,1,1,1,1,1,0,1
"2281","Corane","Male",1,1,2018,"Fish_sale_local","Subsist_crops","Complete_primary","Incomplete_primary",1,1,1,1,1,1,0,1
"2282","Corane","Male",0,1,2018,"Cash_crops","Cash_crops","None","None",1,1,1,1,1,1,0,0
"2283","Corane","Female",0,0,2018,"Subsist_crops","Subsist_crops","Incomplete_primary",NA,1,1,1,1,1,1,0,0
"2284","Corane","Male",0,0,2018,"Fish_sale_local","Subsist_crops","Incomplete_primary","Incomplete_primary",1,1,1,1,1,1,0,0
"2285","Corane","Male",0,1,2018,"Subsist_crops","Subsist_crops","Incomplete_primary","None",1,1,1,1,1,1,0,1
"2286","Corane","Male",0,0,2018,"Subsist_crops","Subsist_crops","Incomplete_primary","Incomplete_primary",1,1,1,1,1,1,0,0
"2287","Corane","Male",0,0,2018,"Subsist_crops","Subsist_crops","None","None",1,1,1,1,1,1,0,0
"2288","Corane","Male",1,0,2018,"Subsist_crops","Subsist_crops","Incomplete_secondary","Incomplete_primary",1,1,1,1,1,1,0,0
"2289","Corane","Female",0,0,2018,"Subsist_crops","Subsist_crops","None",NA,1,1,1,1,1,1,0,0
"2290","Corane","Male",1,1,2018,"Subsist_crops","Subsist_crops","Complete_primary","Incomplete_primary",1,1,1,1,1,1,0,1
"2291","Corane","Male",0,0,2018,"None","Cash_crops","None","None",1,1,1,1,1,1,0,0
"2292","Corane","Male",0,1,2018,"Cash_crops","Cash_crops","Complete_primary","None",1,1,1,1,1,1,0,1
"2293","Corane","Male",0,0,2018,"Cash_crops","Cash_crops","None","None",1,1,1,1,1,1,0,0
"2294","Nauluco","Male",0,1,2018,"Cash_crops","Subsist_crops","Incomplete_primary","Incomplete_primary",0,0,0,0,0,0,0,0
"2295","Nauluco","Male",0,0,2018,"Subsist_crops","Cash_crops","None","None",0,0,0,0,0,0,0,0
"2296","Nauluco","Male",0,0,2018,"Subsist_crops","Informal_work","None","None",0,0,0,0,0,0,0,0
"2297","Macogone","Male",0,1,2018,"Subsist_crops","Subsist_crops","Incomplete_primary","None",0,1,0,1,0,0,1,0
"2298","Macogone","Male",0,0,2018,"Formal_work","Subsist_crops","Incomplete_primary","Incomplete_primary",0,1,0,1,0,0,1,0
"2299","Macogone","Male",0,1,2018,"Subsist_crops","Subsist_crops","None","None",0,1,0,1,0,0,1,1
"2300","Macogone","Male",1,0,2018,"Cash_crops","Cash_crops","Complete_primary","None",0,1,0,1,0,0,1,0
"2301","Macogone","Male",1,1,2018,"Subsist_crops","Subsist_crops","Incomplete_secondary","Incomplete_primary",0,1,0,1,0,0,1,1
"2302","Macogone","Male",0,0,2018,"Fish_sale_local","Subsist_crops","Incomplete_primary","Complete_primary",0,1,0,1,0,0,1,0
"2303","Macogone","Male",1,0,2018,"Informal_formal_business","Subsist_crops","Incomplete_primary","Complete_primary",0,1,0,1,0,0,1,0
"2304","Namiepe","Male",0,0,2018,"Other","Subsist_crops","None","None",1,1,0,1,1,0,1,0
"2305","Namiepe","Male",0,1,2018,"Firewood_charcoal","Subsist_crops","Incomplete_primary","None",1,1,0,1,1,0,1,1
"2306","Namiepe","Male",0,0,2018,"Other","Subsist_crops","Incomplete_primary","None",1,1,0,1,1,0,1,0
"2307","Namiepe","Male",1,0,2018,"Subsist_crops","Informal_formal_business","Complete_primary","None",1,1,0,1,1,0,1,0
"2308","Nauluco","Male",0,0,2018,"Subsist_crops","Subsist_crops",NA,"None",0,0,0,0,0,0,0,0
"2309","Nauluco","Male",1,0,2018,"Subsist_crops","Subsist_crops","Complete_primary","Incomplete_primary",0,0,0,0,0,0,0,0
"2310","Nauluco","Male",1,0,2018,"Subsist_crops","Subsist_crops","Complete_primary","Complete_primary",0,0,0,0,0,0,0,0
"2311","Nauluco","Male",0,0,2018,"Subsist_crops","Subsist_crops","Incomplete_primary","None",0,0,0,0,0,0,0,0
"2312","Nauluco","Male",0,0,2018,"Subsist_crops","Subsist_crops","None","Incomplete_primary",0,0,0,0,0,0,0,0
"2313","Nauluco","Male",0,0,2018,"Cash_crops","Subsist_crops","Incomplete_primary","None",0,0,0,0,0,0,0,0
"2314","Nauluco","Male",0,0,2018,"Subsist_crops","Subsist_crops","Incomplete_primary","Incomplete_primary",0,0,0,0,0,0,0,0
"2315","Nauluco","Male",1,1,2018,"Subsist_crops","Subsist_crops","Complete_primary","Incomplete_primary",0,0,0,0,0,0,0,0
"2316","Nauluco","Male",1,0,2018,"Sell_drinks","Subsist_crops","Incomplete_primary","Incomplete_primary",0,0,0,0,0,0,0,0
"2317","Nauluco","Male",1,0,2018,"Other","Subsist_crops","Complete_primary","None",0,0,0,0,0,0,0,0
"2318","Nauluco","Female",0,1,2018,"Subsist_crops","Subsist_crops","None",NA,0,0,0,0,0,0,0,0
"2319","Nauluco","Female",0,0,2018,"Subsist_crops","Subsist_crops","Incomplete_primary","Incomplete_primary",0,0,0,0,0,0,0,0
"2320","Nauluco","Male",1,0,2018,"Informal_formal_business","Subsist_crops","Incomplete_primary","Incomplete_primary",0,0,0,0,0,0,0,0
"2321","Nauluco","Male",1,0,2018,"Subsist_crops","Subsist_crops","Complete_primary","None",0,0,0,0,0,0,0,0
"2322","Nauluco","Male",0,0,2018,"Subsist_crops","Subsist_crops","Incomplete_primary","Incomplete_primary",0,0,0,0,0,0,0,0
"2323","Nauluco","Male",1,1,2018,"Other","Subsist_crops","Complete_primary","None",0,0,0,0,0,0,0,0
"2324","Nauluco","Female",1,0,2018,"Subsist_crops","Cash_crops","Complete_primary",NA,0,0,0,0,0,0,0,0
"2325","Nauluco","Male",1,1,2018,"Hort_crops","Hort_crops","Incomplete_secondary","Incomplete_primary",0,0,0,0,0,0,0,1
"2326","Nauluco","Male",1,0,2018,"Cash_crops","Hort_crops","Incomplete_primary","None",0,0,0,0,0,0,0,0
